symbol,direccion,resultado,entrada_ts,salida_ts,horas_hasta_salida,pnl_neto_cop
DOGE/USDT,LARGO,SL,2025-09-17 22:00:00+00:00,2025-09-19 09:00:00+00:00,35.0,-15985
ETH/USDT,LARGO,SL,2025-09-17 06:00:00+00:00,2025-09-22 00:00:00+00:00,114.0,-15985
XRP/USDT,CORTO,TP,2025-09-19 06:00:00+00:00,2025-09-22 00:00:00+00:00,66.0,14492
SOL/USDT,LARGO,SL,2025-09-21 02:00:00+00:00,2025-09-22 00:00:00+00:00,22.0,-15985
DOGE/USDT,CORTO,TP,2025-09-21 10:00:00+00:00,2025-09-22 00:00:00+00:00,14.0,14492
XRP/USDT,CORTO,SL,2025-09-23 18:00:00+00:00,2025-09-24 15:00:00+00:00,21.0,-15492
XRP/USDT,CORTO,TP,2025-09-24 18:00:00+00:00,2025-09-25 04:00:00+00:00,10.0,14492
DOGE/USDT,CORTO,TP,2025-09-25 02:00:00+00:00,2025-09-25 04:00:00+00:00,2.0,14492
XRP/USDT,CORTO,TP,2025-09-25 06:00:00+00:00,2025-09-25 17:00:00+00:00,11.0,14492
SOL/USDT,CORTO,SL,2025-09-28 10:00:00+00:00,2025-09-28 20:00:00+00:00,10.0,-15492
DOGE/USDT,CORTO,SL,2025-09-27 18:00:00+00:00,2025-09-28 22:00:00+00:00,28.0,-15493
ETH/USDT,CORTO,SL,2025-09-28 10:00:00+00:00,2025-09-28 22:00:00+00:00,12.0,-15493
XRP/USDT,CORTO,SL,2025-09-28 10:00:00+00:00,2025-09-28 23:00:00+00:00,13.0,-15492
DOGE/USDT,CORTO,TP,2025-09-28 22:00:00+00:00,2025-09-29 12:00:00+00:00,14.0,14492
ETH/USDT,CORTO,SL,2025-09-28 22:00:00+00:00,2025-10-01 08:00:00+00:00,58.0,-15493
SOL/USDT,CORTO,SL,2025-09-28 22:00:00+00:00,2025-10-01 08:00:00+00:00,58.0,-15492
DOGE/USDT,CORTO,SL,2025-09-30 10:00:00+00:00,2025-10-01 08:00:00+00:00,22.0,-15492
SOL/USDT,LARGO,TP,2025-10-01 10:00:00+00:00,2025-10-02 02:00:00+00:00,16.0,13985
ETH/USDT,LARGO,TP,2025-10-01 10:00:00+00:00,2025-10-02 06:00:00+00:00,20.0,13985
XRP/USDT,LARGO,TP,2025-10-01 10:00:00+00:00,2025-10-02 16:00:00+00:00,30.0,13985
XRP/USDT,LARGO,TP,2025-10-04 18:00:00+00:00,2025-10-05 04:00:00+00:00,10.0,13985
SOL/USDT,LARGO,SL,2025-10-05 06:00:00+00:00,2025-10-05 18:00:00+00:00,12.0,-15985
DOGE/USDT,LARGO,SL,2025-10-05 06:00:00+00:00,2025-10-05 19:00:00+00:00,13.0,-15985
ETH/USDT,LARGO,TP,2025-10-05 02:00:00+00:00,2025-10-06 15:00:00+00:00,37.0,13985
DOGE/USDT,LARGO,TP,2025-10-06 10:00:00+00:00,2025-10-06 15:00:00+00:00,5.0,13985
XRP/USDT,LARGO,SL,2025-10-05 06:00:00+00:00,2025-10-07 13:00:00+00:00,55.0,-15985
SOL/USDT,LARGO,SL,2025-10-06 06:00:00+00:00,2025-10-07 13:00:00+00:00,31.0,-15985
DOGE/USDT,LARGO,SL,2025-10-08 18:00:00+00:00,2025-10-09 02:00:00+00:00,8.0,-15985
ETH/USDT,LARGO,SL,2025-10-07 18:00:00+00:00,2025-10-09 08:00:00+00:00,38.0,-15985
SOL/USDT,LARGO,SL,2025-10-08 22:00:00+00:00,2025-10-09 08:00:00+00:00,10.0,-15985
DOGE/USDT,CORTO,TP,2025-10-09 06:00:00+00:00,2025-10-10 15:00:00+00:00,33.0,14492
SOL/USDT,CORTO,TP,2025-10-09 10:00:00+00:00,2025-10-10 15:00:00+00:00,29.0,14492
DOGE/USDT,CORTO,TP,2025-10-10 18:00:00+00:00,2025-10-10 20:00:00+00:00,2.0,14492
ETH/USDT,CORTO,SL,2025-10-12 18:00:00+00:00,2025-10-13 17:00:00+00:00,23.0,-15492
XRP/USDT,CORTO,TP,2025-10-14 06:00:00+00:00,2025-10-14 13:00:00+00:00,7.0,14492
SOL/USDT,CORTO,SL,2025-10-14 10:00:00+00:00,2025-10-14 15:00:00+00:00,5.0,-15492
ETH/USDT,CORTO,SL,2025-10-14 06:00:00+00:00,2025-10-14 16:00:00+00:00,10.0,-15493
DOGE/USDT,CORTO,SL,2025-10-14 06:00:00+00:00,2025-10-14 16:00:00+00:00,10.0,-15492
DOGE/USDT,CORTO,TP,2025-10-15 10:00:00+00:00,2025-10-15 17:00:00+00:00,7.0,14492
SOL/USDT,CORTO,TP,2025-10-15 18:00:00+00:00,2025-10-15 21:00:00+00:00,3.0,14492
ETH/USDT,CORTO,TP,2025-10-15 14:00:00+00:00,2025-10-16 16:00:00+00:00,26.0,14492
SOL/USDT,CORTO,TP,2025-10-20 22:00:00+00:00,2025-10-21 04:00:00+00:00,6.0,14492
DOGE/USDT,CORTO,SL,2025-10-21 06:00:00+00:00,2025-10-21 14:00:00+00:00,8.0,-15493
ETH/USDT,CORTO,SL,2025-10-21 02:00:00+00:00,2025-10-21 15:00:00+00:00,13.0,-15492
XRP/USDT,CORTO,SL,2025-10-21 10:00:00+00:00,2025-10-21 15:00:00+00:00,5.0,-15492
DOGE/USDT,LARGO,SL,2025-10-21 18:00:00+00:00,2025-10-21 21:00:00+00:00,3.0,-15985
SOL/USDT,LARGO,SL,2025-10-21 18:00:00+00:00,2025-10-21 21:00:00+00:00,3.0,-15985
ETH/USDT,LARGO,SL,2025-10-21 18:00:00+00:00,2025-10-21 22:00:00+00:00,4.0,-15985
XRP/USDT,LARGO,SL,2025-10-21 18:00:00+00:00,2025-10-22 00:00:00+00:00,6.0,-15985
DOGE/USDT,CORTO,TP,2025-10-22 02:00:00+00:00,2025-10-22 11:00:00+00:00,9.0,14492
SOL/USDT,CORTO,TP,2025-10-22 02:00:00+00:00,2025-10-22 18:00:00+00:00,16.0,14492
ETH/USDT,CORTO,TP,2025-10-22 02:00:00+00:00,2025-10-22 21:00:00+00:00,19.0,14492
XRP/USDT,LARGO,TP,2025-10-23 10:00:00+00:00,2025-10-24 12:00:00+00:00,26.0,13985
DOGE/USDT,LARGO,TP,2025-10-23 10:00:00+00:00,2025-10-24 12:00:00+00:00,26.0,13985
DOGE/USDT,LARGO,TP,2025-10-25 18:00:00+00:00,2025-10-26 13:00:00+00:00,19.0,13985
SOL/USDT,LARGO,SL,2025-10-28 02:00:00+00:00,2025-10-28 19:00:00+00:00,17.0,-15985
XRP/USDT,LARGO,SL,2025-10-28 10:00:00+00:00,2025-10-28 21:00:00+00:00,11.0,-15985
XRP/USDT,LARGO,SL,2025-10-29 14:00:00+00:00,2025-10-29 18:00:00+00:00,4.0,-15985
SOL/USDT,LARGO,SL,2025-10-29 14:00:00+00:00,2025-10-29 18:00:00+00:00,4.0,-15985
SOL/USDT,CORTO,TP,2025-10-29 18:00:00+00:00,2025-10-30 12:00:00+00:00,18.0,14492
ETH/USDT,CORTO,TP,2025-10-31 18:00:00+00:00,2025-11-03 03:00:00+00:00,57.0,14492
DOGE/USDT,CORTO,TP,2025-10-31 18:00:00+00:00,2025-11-03 03:00:00+00:00,57.0,14492
SOL/USDT,CORTO,TP,2025-11-02 14:00:00+00:00,2025-11-03 03:00:00+00:00,13.0,14492
XRP/USDT,CORTO,TP,2025-11-01 14:00:00+00:00,2025-11-03 06:00:00+00:00,40.0,14492
ETH/USDT,CORTO,TP,2025-11-06 10:00:00+00:00,2025-11-06 15:00:00+00:00,5.0,14492
DOGE/USDT,CORTO,TP,2025-11-06 10:00:00+00:00,2025-11-06 16:00:00+00:00,6.0,14492
SOL/USDT,CORTO,TP,2025-11-06 10:00:00+00:00,2025-11-06 16:00:00+00:00,6.0,14492
XRP/USDT,CORTO,TP,2025-11-06 14:00:00+00:00,2025-11-06 20:00:00+00:00,6.0,14492
SOL/USDT,CORTO,SL,2025-11-08 18:00:00+00:00,2025-11-09 14:00:00+00:00,20.0,-15492
ETH/USDT,CORTO,SL,2025-11-09 02:00:00+00:00,2025-11-09 14:00:00+00:00,12.0,-15492
DOGE/USDT,CORTO,SL,2025-11-09 02:00:00+00:00,2025-11-09 14:00:00+00:00,12.0,-15492
XRP/USDT,CORTO,SL,2025-11-08 18:00:00+00:00,2025-11-09 19:00:00+00:00,25.0,-15492
ETH/USDT,CORTO,SL,2025-11-09 14:00:00+00:00,2025-11-09 23:00:00+00:00,9.0,-15492
DOGE/USDT,LARGO,TP,2025-11-09 14:00:00+00:00,2025-11-10 00:00:00+00:00,10.0,13985
ETH/USDT,LARGO,SL,2025-11-12 14:00:00+00:00,2025-11-12 16:00:00+00:00,2.0,-15985
ETH/USDT,CORTO,SL,2025-11-12 18:00:00+00:00,2025-11-13 05:00:00+00:00,11.0,-15492
ETH/USDT,LARGO,SL,2025-11-13 06:00:00+00:00,2025-11-13 13:00:00+00:00,7.0,-15985
XRP/USDT,LARGO,SL,2025-11-13 06:00:00+00:00,2025-11-13 15:00:00+00:00,9.0,-15985
DOGE/USDT,LARGO,SL,2025-11-13 06:00:00+00:00,2025-11-13 16:00:00+00:00,10.0,-15985
XRP/USDT,CORTO,TP,2025-11-13 18:00:00+00:00,2025-11-14 04:00:00+00:00,10.0,14492
ETH/USDT,CORTO,TP,2025-11-13 18:00:00+00:00,2025-11-14 04:00:00+00:00,10.0,14492
DOGE/USDT,CORTO,TP,2025-11-13 18:00:00+00:00,2025-11-14 12:00:00+00:00,18.0,14492
ETH/USDT,CORTO,TP,2025-11-15 22:00:00+00:00,2025-11-16 16:00:00+00:00,18.0,14492
DOGE/USDT,CORTO,TP,2025-11-16 14:00:00+00:00,2025-11-16 16:00:00+00:00,2.0,14492
SOL/USDT,CORTO,TP,2025-11-16 14:00:00+00:00,2025-11-16 16:00:00+00:00,2.0,14492
DOGE/USDT,CORTO,TP,2025-11-17 18:00:00+00:00,2025-11-18 00:00:00+00:00,6.0,14492
SOL/USDT,CORTO,SL,2025-11-17 18:00:00+00:00,2025-11-18 02:00:00+00:00,8.0,-15493
XRP/USDT,CORTO,SL,2025-11-17 18:00:00+00:00,2025-11-18 15:00:00+00:00,21.0,-15492
ETH/USDT,CORTO,SL,2025-11-17 18:00:00+00:00,2025-11-18 15:00:00+00:00,21.0,-15492
XRP/USDT,CORTO,TP,2025-11-19 06:00:00+00:00,2025-11-19 15:00:00+00:00,9.0,14492
ETH/USDT,CORTO,TP,2025-11-19 06:00:00+00:00,2025-11-19 16:00:00+00:00,10.0,14492
DOGE/USDT,CORTO,TP,2025-11-19 14:00:00+00:00,2025-11-19 16:00:00+00:00,2.0,14492
SOL/USDT,CORTO,TP,2025-11-19 14:00:00+00:00,2025-11-19 16:00:00+00:00,2.0,14492
SOL/USDT,LARGO,SL,2025-11-20 02:00:00+00:00,2025-11-20 14:00:00+00:00,12.0,-15985
DOGE/USDT,CORTO,SL,2025-11-20 18:00:00+00:00,2025-11-20 21:00:00+00:00,3.0,-15493
SOL/USDT,CORTO,SL,2025-11-20 18:00:00+00:00,2025-11-20 22:00:00+00:00,4.0,-15492
SOL/USDT,CORTO,SL,2025-11-24 10:00:00+00:00,2025-11-24 16:00:00+00:00,6.0,-15492
SOL/USDT,LARGO,SL,2025-11-24 18:00:00+00:00,2025-11-25 14:00:00+00:00,20.0,-15985
DOGE/USDT,CORTO,SL,2025-11-25 14:00:00+00:00,2025-11-25 17:00:00+00:00,3.0,-15492
DOGE/USDT,LARGO,TP,2025-11-25 18:00:00+00:00,2025-11-26 17:00:00+00:00,23.0,13985
XRP/USDT,LARGO,SL,2025-11-26 18:00:00+00:00,2025-11-27 12:00:00+00:00,18.0,-15985
DOGE/USDT,LARGO,SL,2025-11-26 18:00:00+00:00,2025-11-28 00:00:00+00:00,30.0,-15985
SOL/USDT,LARGO,SL,2025-11-26 18:00:00+00:00,2025-11-28 01:00:00+00:00,31.0,-15985
SOL/USDT,LARGO,SL,2025-11-28 14:00:00+00:00,2025-11-28 17:00:00+00:00,3.0,-15985
XRP/USDT,LARGO,SL,2025-11-27 18:00:00+00:00,2025-11-28 18:00:00+00:00,24.0,-15985
SOL/USDT,LARGO,SL,2025-11-30 14:00:00+00:00,2025-11-30 23:00:00+00:00,9.0,-15985
ETH/USDT,LARGO,SL,2025-11-26 18:00:00+00:00,2025-12-01 00:00:00+00:00,102.0,-15985
XRP/USDT,LARGO,SL,2025-11-29 14:00:00+00:00,2025-12-01 00:00:00+00:00,34.0,-15985
DOGE/USDT,LARGO,SL,2025-11-30 14:00:00+00:00,2025-12-01 00:00:00+00:00,10.0,-15985
DOGE/USDT,CORTO,TP,2025-12-01 02:00:00+00:00,2025-12-01 12:00:00+00:00,10.0,14492
ETH/USDT,CORTO,TP,2025-12-01 02:00:00+00:00,2025-12-01 15:00:00+00:00,13.0,14492
SOL/USDT,CORTO,TP,2025-12-01 02:00:00+00:00,2025-12-01 15:00:00+00:00,13.0,14492
ETH/USDT,CORTO,SL,2025-12-02 14:00:00+00:00,2025-12-02 15:00:00+00:00,1.0,-15492
DOGE/USDT,CORTO,SL,2025-12-02 14:00:00+00:00,2025-12-02 15:00:00+00:00,1.0,-15492
SOL/USDT,CORTO,SL,2025-12-02 14:00:00+00:00,2025-12-02 15:00:00+00:00,1.0,-15492
DOGE/USDT,CORTO,SL,2025-12-02 18:00:00+00:00,2025-12-03 05:00:00+00:00,11.0,-15492
XRP/USDT,LARGO,SL,2025-12-02 18:00:00+00:00,2025-12-04 18:00:00+00:00,48.0,-15985
XRP/USDT,CORTO,SL,2025-12-07 10:00:00+00:00,2025-12-07 17:00:00+00:00,7.0,-15492
ETH/USDT,LARGO,SL,2025-12-07 18:00:00+00:00,2025-12-07 22:00:00+00:00,4.0,-15985
SOL/USDT,LARGO,SL,2025-12-07 18:00:00+00:00,2025-12-07 22:00:00+00:00,4.0,-15985
DOGE/USDT,CORTO,SL,2025-12-08 02:00:00+00:00,2025-12-08 09:00:00+00:00,7.0,-15493
SOL/USDT,CORTO,SL,2025-12-08 22:00:00+00:00,2025-12-09 15:00:00+00:00,17.0,-15492
DOGE/USDT,CORTO,SL,2025-12-09 06:00:00+00:00,2025-12-09 15:00:00+00:00,9.0,-15492
XRP/USDT,CORTO,SL,2025-12-09 02:00:00+00:00,2025-12-09 16:00:00+00:00,14.0,-15492
SOL/USDT,LARGO,SL,2025-12-09 18:00:00+00:00,2025-12-09 21:00:00+00:00,3.0,-15985
DOGE/USDT,LARGO,SL,2025-12-09 18:00:00+00:00,2025-12-10 00:00:00+00:00,6.0,-15985
XRP/USDT,LARGO,SL,2025-12-09 18:00:00+00:00,2025-12-10 02:00:00+00:00,8.0,-15985
SOL/USDT,LARGO,SL,2025-12-10 22:00:00+00:00,2025-12-11 00:00:00+00:00,2.0,-15985
DOGE/USDT,CORTO,TP,2025-12-10 22:00:00+00:00,2025-12-11 01:00:00+00:00,3.0,14492
XRP/USDT,CORTO,TP,2025-12-10 10:00:00+00:00,2025-12-11 02:00:00+00:00,16.0,14492
SOL/USDT,CORTO,SL,2025-12-11 02:00:00+00:00,2025-12-11 18:00:00+00:00,16.0,-15493
ETH/USDT,LARGO,TP,2025-12-11 14:00:00+00:00,2025-12-11 21:00:00+00:00,7.0,13985
ETH/USDT,LARGO,SL,2025-12-12 06:00:00+00:00,2025-12-12 15:00:00+00:00,9.0,-15985
SOL/USDT,LARGO,SL,2025-12-11 22:00:00+00:00,2025-12-12 16:00:00+00:00,18.0,-15985
SOL/USDT,CORTO,TP,2025-12-12 18:00:00+00:00,2025-12-14 23:00:00+00:00,53.0,14492
ETH/USDT,CORTO,SL,2025-12-12 18:00:00+00:00,2025-12-15 10:00:00+00:00,64.0,-15492
XRP/USDT,CORTO,TP,2025-12-12 18:00:00+00:00,2025-12-15 14:00:00+00:00,68.0,14492
DOGE/USDT,CORTO,TP,2025-12-12 18:00:00+00:00,2025-12-15 15:00:00+00:00,69.0,14492
SOL/USDT,CORTO,SL,2025-12-15 18:00:00+00:00,2025-12-16 10:00:00+00:00,16.0,-15492
XRP/USDT,CORTO,SL,2025-12-17 10:00:00+00:00,2025-12-17 14:00:00+00:00,4.0,-15492
SOL/USDT,CORTO,SL,2025-12-17 10:00:00+00:00,2025-12-17 14:00:00+00:00,4.0,-15492
ETH/USDT,CORTO,SL,2025-12-15 18:00:00+00:00,2025-12-17 15:00:00+00:00,45.0,-15492
DOGE/USDT,CORTO,SL,2025-12-17 06:00:00+00:00,2025-12-17 15:00:00+00:00,9.0,-15493
SOL/USDT,LARGO,SL,2025-12-17 14:00:00+00:00,2025-12-17 15:00:00+00:00,1.0,-15985
XRP/USDT,CORTO,SL,2025-12-17 18:00:00+00:00,2025-12-18 13:00:00+00:00,19.0,-15492
DOGE/USDT,CORTO,SL,2025-12-17 18:00:00+00:00,2025-12-18 13:00:00+00:00,19.0,-15492
SOL/USDT,CORTO,SL,2025-12-17 18:00:00+00:00,2025-12-18 13:00:00+00:00,19.0,-15492
SOL/USDT,CORTO,TP,2025-12-18 18:00:00+00:00,2025-12-18 19:00:00+00:00,1.0,14492
XRP/USDT,CORTO,TP,2025-12-18 18:00:00+00:00,2025-12-19 00:00:00+00:00,6.0,14492
ETH/USDT,CORTO,SL,2025-12-18 22:00:00+00:00,2025-12-19 03:00:00+00:00,5.0,-15492
DOGE/USDT,CORTO,SL,2025-12-18 18:00:00+00:00,2025-12-19 07:00:00+00:00,13.0,-15492
DOGE/USDT,CORTO,SL,2025-12-21 14:00:00+00:00,2025-12-22 00:00:00+00:00,10.0,-15493
SOL/USDT,CORTO,SL,2025-12-21 02:00:00+00:00,2025-12-22 15:00:00+00:00,37.0,-15492
XRP/USDT,CORTO,TP,2025-12-21 18:00:00+00:00,2025-12-24 02:00:00+00:00,56.0,14492
SOL/USDT,CORTO,TP,2025-12-22 22:00:00+00:00,2025-12-24 02:00:00+00:00,28.0,14492
DOGE/USDT,LARGO,SL,2025-12-22 06:00:00+00:00,2025-12-24 03:00:00+00:00,45.0,-15985
SOL/USDT,CORTO,SL,2025-12-26 02:00:00+00:00,2025-12-29 00:00:00+00:00,70.0,-15492
ETH/USDT,LARGO,TP,2025-12-25 02:00:00+00:00,2025-12-29 03:00:00+00:00,97.0,13985
DOGE/USDT,CORTO,TP,2025-12-29 02:00:00+00:00,2025-12-29 12:00:00+00:00,10.0,14492
ETH/USDT,CORTO,SL,2025-12-29 14:00:00+00:00,2025-12-31 14:00:00+00:00,48.0,-15492
SOL/USDT,CORTO,SL,2025-12-29 14:00:00+00:00,2025-12-31 14:00:00+00:00,48.0,-15492
DOGE/USDT,CORTO,TP,2025-12-29 18:00:00+00:00,2025-12-31 16:00:00+00:00,46.0,14492
XRP/USDT,CORTO,TP,2025-12-25 14:00:00+00:00,2025-12-31 20:00:00+00:00,150.0,14492
DOGE/USDT,LARGO,TP,2026-01-01 18:00:00+00:00,2026-01-02 03:00:00+00:00,9.0,13985
SOL/USDT,LARGO,TP,2026-01-01 22:00:00+00:00,2026-01-02 09:00:00+00:00,11.0,13985
XRP/USDT,LARGO,TP,2026-01-01 18:00:00+00:00,2026-01-02 15:00:00+00:00,21.0,13985
DOGE/USDT,LARGO,SL,2026-01-05 18:00:00+00:00,2026-01-06 16:00:00+00:00,22.0,-15985
XRP/USDT,LARGO,SL,2026-01-08 06:00:00+00:00,2026-01-12 00:00:00+00:00,90.0,-15985
SOL/USDT,LARGO,TP,2026-01-08 18:00:00+00:00,2026-01-12 02:00:00+00:00,80.0,13985
DOGE/USDT,CORTO,SL,2026-01-11 18:00:00+00:00,2026-01-13 16:00:00+00:00,46.0,-15492
ETH/USDT,CORTO,SL,2026-01-12 14:00:00+00:00,2026-01-13 18:00:00+00:00,28.0,-15492
SOL/USDT,LARGO,TP,2026-01-13 10:00:00+00:00,2026-01-13 22:00:00+00:00,12.0,13985
SOL/USDT,LARGO,SL,2026-01-15 10:00:00+00:00,2026-01-15 19:00:00+00:00,9.0,-15985
XRP/USDT,CORTO,TP,2026-01-15 02:00:00+00:00,2026-01-16 15:00:00+00:00,37.0,14492
SOL/USDT,LARGO,SL,2026-01-16 22:00:00+00:00,2026-01-18 23:00:00+00:00,49.0,-15985
XRP/USDT,CORTO,TP,2026-01-18 02:00:00+00:00,2026-01-18 23:00:00+00:00,21.0,14492
DOGE/USDT,CORTO,TP,2026-01-18 02:00:00+00:00,2026-01-18 23:00:00+00:00,21.0,14492
ETH/USDT,LARGO,SL,2026-01-17 14:00:00+00:00,2026-01-19 00:00:00+00:00,34.0,-15985
ETH/USDT,CORTO,TP,2026-01-19 02:00:00+00:00,2026-01-20 08:00:00+00:00,30.0,14492
DOGE/USDT,CORTO,TP,2026-01-22 14:00:00+00:00,2026-01-25 16:00:00+00:00,74.0,14492
XRP/USDT,CORTO,TP,2026-01-22 18:00:00+00:00,2026-01-25 16:00:00+00:00,70.0,14492
SOL/USDT,CORTO,TP,2026-01-22 18:00:00+00:00,2026-01-25 16:00:00+00:00,70.0,14492
ETH/USDT,CORTO,TP,2026-01-22 14:00:00+00:00,2026-01-25 18:00:00+00:00,76.0,14492
DOGE/USDT,CORTO,SL,2026-01-27 14:00:00+00:00,2026-01-27 16:00:00+00:00,2.0,-15493
XRP/USDT,CORTO,SL,2026-01-27 10:00:00+00:00,2026-01-28 11:00:00+00:00,25.0,-15492
SOL/USDT,CORTO,TP,2026-01-28 22:00:00+00:00,2026-01-29 14:00:00+00:00,16.0,14492
XRP/USDT,CORTO,TP,2026-01-29 02:00:00+00:00,2026-01-29 15:00:00+00:00,13.0,14492
DOGE/USDT,CORTO,TP,2026-01-29 02:00:00+00:00,2026-01-29 15:00:00+00:00,13.0,14492
SOL/USDT,CORTO,TP,2026-01-31 10:00:00+00:00,2026-01-31 14:00:00+00:00,4.0,14492
ETH/USDT,CORTO,TP,2026-02-03 10:00:00+00:00,2026-02-03 17:00:00+00:00,7.0,14492
XRP/USDT,CORTO,TP,2026-02-03 02:00:00+00:00,2026-02-03 18:00:00+00:00,16.0,14492
SOL/USDT,CORTO,TP,2026-02-03 14:00:00+00:00,2026-02-03 18:00:00+00:00,4.0,14492
DOGE/USDT,CORTO,SL,2026-02-03 18:00:00+00:00,2026-02-03 19:00:00+00:00,1.0,-15492
DOGE/USDT,CORTO,TP,2026-02-03 22:00:00+00:00,2026-02-04 15:00:00+00:00,17.0,14492
XRP/USDT,CORTO,SL,2026-02-06 14:00:00+00:00,2026-02-06 15:00:00+00:00,1.0,-15492
DOGE/USDT,CORTO,SL,2026-02-07 14:00:00+00:00,2026-02-07 16:00:00+00:00,2.0,-15493
XRP/USDT,CORTO,SL,2026-02-07 14:00:00+00:00,2026-02-07 18:00:00+00:00,4.0,-15492
XRP/USDT,CORTO,SL,2026-02-08 06:00:00+00:00,2026-02-08 08:00:00+00:00,2.0,-15492
DOGE/USDT,CORTO,TP,2026-02-08 18:00:00+00:00,2026-02-09 08:00:00+00:00,14.0,14492
SOL/USDT,CORTO,TP,2026-02-09 02:00:00+00:00,2026-02-09 08:00:00+00:00,6.0,14492
XRP/USDT,CORTO,SL,2026-02-09 10:00:00+00:00,2026-02-09 14:00:00+00:00,4.0,-15492
ETH/USDT,CORTO,SL,2026-02-09 10:00:00+00:00,2026-02-09 16:00:00+00:00,6.0,-15493
SOL/USDT,CORTO,TP,2026-02-10 06:00:00+00:00,2026-02-10 21:00:00+00:00,15.0,14492
ETH/USDT,CORTO,TP,2026-02-10 06:00:00+00:00,2026-02-11 06:00:00+00:00,24.0,14492
DOGE/USDT,CORTO,TP,2026-02-10 06:00:00+00:00,2026-02-11 06:00:00+00:00,24.0,14492
XRP/USDT,CORTO,TP,2026-02-10 10:00:00+00:00,2026-02-11 06:00:00+00:00,20.0,14492
SOL/USDT,CORTO,SL,2026-02-12 18:00:00+00:00,2026-02-13 09:00:00+00:00,15.0,-15492
ETH/USDT,CORTO,SL,2026-02-12 18:00:00+00:00,2026-02-13 13:00:00+00:00,19.0,-15492
XRP/USDT,CORTO,SL,2026-02-12 18:00:00+00:00,2026-02-13 15:00:00+00:00,21.0,-15492
DOGE/USDT,CORTO,SL,2026-02-12 22:00:00+00:00,2026-02-13 15:00:00+00:00,17.0,-15492
ETH/USDT,CORTO,TP,2026-02-15 14:00:00+00:00,2026-02-15 19:00:00+00:00,5.0,14492
SOL/USDT,LARGO,SL,2026-02-17 02:00:00+00:00,2026-02-17 12:00:00+00:00,10.0,-15985
SOL/USDT,CORTO,SL,2026-02-17 14:00:00+00:00,2026-02-17 19:00:00+00:00,5.0,-15492
XRP/USDT,LARGO,SL,2026-02-18 06:00:00+00:00,2026-02-18 19:00:00+00:00,13.0,-15985
DOGE/USDT,LARGO,SL,2026-02-18 06:00:00+00:00,2026-02-18 19:00:00+00:00,13.0,-15985
ETH/USDT,CORTO,TP,2026-02-17 06:00:00+00:00,2026-02-19 13:00:00+00:00,55.0,14492
DOGE/USDT,CORTO,SL,2026-02-20 14:00:00+00:00,2026-02-20 16:00:00+00:00,2.0,-15492
DOGE/USDT,LARGO,SL,2026-02-20 18:00:00+00:00,2026-02-21 23:00:00+00:00,29.0,-15985
XRP/USDT,CORTO,TP,2026-02-22 06:00:00+00:00,2026-02-22 20:00:00+00:00,14.0,14492
ETH/USDT,CORTO,TP,2026-02-20 14:00:00+00:00,2026-02-23 01:00:00+00:00,59.0,14492
SOL/USDT,CORTO,TP,2026-02-22 14:00:00+00:00,2026-02-23 01:00:00+00:00,11.0,14492
DOGE/USDT,CORTO,TP,2026-02-23 18:00:00+00:00,2026-02-24 13:00:00+00:00,19.0,14492
DOGE/USDT,CORTO,SL,2026-02-25 06:00:00+00:00,2026-02-25 12:00:00+00:00,6.0,-15492
ETH/USDT,CORTO,SL,2026-02-25 02:00:00+00:00,2026-02-25 14:00:00+00:00,12.0,-15492
SOL/USDT,CORTO,SL,2026-02-25 02:00:00+00:00,2026-02-25 14:00:00+00:00,12.0,-15492
DOGE/USDT,CORTO,SL,2026-02-26 18:00:00+00:00,2026-02-27 04:00:00+00:00,10.0,-15492
SOL/USDT,LARGO,SL,2026-02-27 06:00:00+00:00,2026-02-27 10:00:00+00:00,4.0,-15985
ETH/USDT,LARGO,SL,2026-02-27 06:00:00+00:00,2026-02-27 11:00:00+00:00,5.0,-15985
XRP/USDT,CORTO,TP,2026-02-26 18:00:00+00:00,2026-02-27 16:00:00+00:00,22.0,14492
SOL/USDT,CORTO,TP,2026-02-27 14:00:00+00:00,2026-02-28 06:00:00+00:00,16.0,14492
SOL/USDT,LARGO,TP,2026-02-28 22:00:00+00:00,2026-03-01 01:00:00+00:00,3.0,13985
ETH/USDT,LARGO,TP,2026-02-28 22:00:00+00:00,2026-03-01 02:00:00+00:00,4.0,13985
SOL/USDT,CORTO,SL,2026-03-01 22:00:00+00:00,2026-03-02 00:00:00+00:00,2.0,-15492
ETH/USDT,CORTO,SL,2026-03-01 22:00:00+00:00,2026-03-02 01:00:00+00:00,3.0,-15492
DOGE/USDT,CORTO,SL,2026-03-01 18:00:00+00:00,2026-03-02 15:00:00+00:00,21.0,-15492
XRP/USDT,CORTO,SL,2026-03-01 22:00:00+00:00,2026-03-02 15:00:00+00:00,17.0,-15492
DOGE/USDT,LARGO,SL,2026-03-02 18:00:00+00:00,2026-03-03 02:00:00+00:00,8.0,-15985
XRP/USDT,LARGO,SL,2026-03-02 18:00:00+00:00,2026-03-03 06:00:00+00:00,12.0,-15985
ETH/USDT,LARGO,SL,2026-03-02 18:00:00+00:00,2026-03-03 08:00:00+00:00,14.0,-15985
SOL/USDT,LARGO,SL,2026-03-02 18:00:00+00:00,2026-03-03 08:00:00+00:00,14.0,-15985
DOGE/USDT,CORTO,TP,2026-03-03 06:00:00+00:00,2026-03-03 14:00:00+00:00,8.0,14492
