symbol,direccion,resultado,entrada_ts,salida_ts,horas_hasta_salida,pnl_neto_cop
DOGE/USDT,CORTO,TP,2024-10-06 14:00:00+00:00,2024-10-07 23:00:00+00:00,33.0,14492
SOL/USDT,CORTO,TP,2024-10-07 22:00:00+00:00,2024-10-09 18:00:00+00:00,44.0,14492
DOGE/USDT,LARGO,SL,2024-10-09 10:00:00+00:00,2024-10-10 09:00:00+00:00,23.0,-15985
ETH/USDT,CORTO,TP,2024-10-07 22:00:00+00:00,2024-10-10 18:00:00+00:00,68.0,14492
SOL/USDT,LARGO,TP,2024-10-13 22:00:00+00:00,2024-10-14 03:00:00+00:00,5.0,13985
ETH/USDT,LARGO,TP,2024-10-14 06:00:00+00:00,2024-10-14 14:00:00+00:00,8.0,13985
DOGE/USDT,LARGO,TP,2024-10-14 06:00:00+00:00,2024-10-14 14:00:00+00:00,8.0,13985
XRP/USDT,CORTO,SL,2024-10-05 18:00:00+00:00,2024-10-14 15:00:00+00:00,213.0,-15492
DOGE/USDT,LARGO,TP,2024-10-15 18:00:00+00:00,2024-10-16 05:00:00+00:00,11.0,13985
XRP/USDT,LARGO,TP,2024-10-16 14:00:00+00:00,2024-10-17 05:00:00+00:00,15.0,13985
SOL/USDT,LARGO,SL,2024-10-16 10:00:00+00:00,2024-10-17 11:00:00+00:00,25.0,-15985
DOGE/USDT,LARGO,TP,2024-10-17 22:00:00+00:00,2024-10-18 00:00:00+00:00,2.0,13985
SOL/USDT,LARGO,TP,2024-10-18 10:00:00+00:00,2024-10-19 22:00:00+00:00,36.0,13985
ETH/USDT,LARGO,TP,2024-10-16 02:00:00+00:00,2024-10-20 14:00:00+00:00,108.0,13985
DOGE/USDT,LARGO,TP,2024-10-21 02:00:00+00:00,2024-10-21 05:00:00+00:00,3.0,13985
DOGE/USDT,LARGO,SL,2024-10-21 22:00:00+00:00,2024-10-22 00:00:00+00:00,2.0,-15985
XRP/USDT,LARGO,SL,2024-10-20 18:00:00+00:00,2024-10-23 05:00:00+00:00,59.0,-15985
SOL/USDT,LARGO,TP,2024-10-23 14:00:00+00:00,2024-10-23 19:00:00+00:00,5.0,13985
DOGE/USDT,LARGO,SL,2024-10-24 02:00:00+00:00,2024-10-24 09:00:00+00:00,7.0,-15985
DOGE/USDT,LARGO,SL,2024-10-24 14:00:00+00:00,2024-10-25 08:00:00+00:00,18.0,-15985
DOGE/USDT,CORTO,TP,2024-10-25 10:00:00+00:00,2024-10-25 17:00:00+00:00,7.0,14492
SOL/USDT,LARGO,SL,2024-10-25 14:00:00+00:00,2024-10-25 17:00:00+00:00,3.0,-15985
XRP/USDT,CORTO,TP,2024-10-24 10:00:00+00:00,2024-10-25 18:00:00+00:00,32.0,14492
ETH/USDT,CORTO,TP,2024-10-25 18:00:00+00:00,2024-10-25 23:00:00+00:00,5.0,14492
SOL/USDT,LARGO,TP,2024-10-26 22:00:00+00:00,2024-10-27 13:00:00+00:00,15.0,13985
ETH/USDT,CORTO,SL,2024-10-27 02:00:00+00:00,2024-10-28 21:00:00+00:00,43.0,-15492
XRP/USDT,CORTO,SL,2024-10-27 10:00:00+00:00,2024-10-29 02:00:00+00:00,40.0,-15492
DOGE/USDT,LARGO,SL,2024-10-31 02:00:00+00:00,2024-10-31 14:00:00+00:00,12.0,-15985
ETH/USDT,LARGO,SL,2024-10-31 14:00:00+00:00,2024-11-01 02:00:00+00:00,12.0,-15985
XRP/USDT,CORTO,TP,2024-11-01 22:00:00+00:00,2024-11-03 13:00:00+00:00,39.0,14492
ETH/USDT,CORTO,TP,2024-11-04 14:00:00+00:00,2024-11-04 21:00:00+00:00,7.0,14492
XRP/USDT,CORTO,SL,2024-11-04 22:00:00+00:00,2024-11-05 08:00:00+00:00,10.0,-15492
SOL/USDT,CORTO,SL,2024-11-04 18:00:00+00:00,2024-11-05 12:00:00+00:00,18.0,-15492
SOL/USDT,CORTO,SL,2024-11-05 14:00:00+00:00,2024-11-06 00:00:00+00:00,10.0,-15492
ETH/USDT,CORTO,SL,2024-11-05 22:00:00+00:00,2024-11-06 01:00:00+00:00,3.0,-15492
ETH/USDT,LARGO,TP,2024-11-06 02:00:00+00:00,2024-11-06 12:00:00+00:00,10.0,13985
DOGE/USDT,LARGO,TP,2024-11-07 18:00:00+00:00,2024-11-08 06:00:00+00:00,12.0,13985
XRP/USDT,LARGO,TP,2024-11-08 22:00:00+00:00,2024-11-10 01:00:00+00:00,27.0,13985
SOL/USDT,LARGO,TP,2024-11-10 02:00:00+00:00,2024-11-10 05:00:00+00:00,3.0,13985
XRP/USDT,LARGO,TP,2024-11-11 10:00:00+00:00,2024-11-11 20:00:00+00:00,10.0,13985
ETH/USDT,LARGO,SL,2024-11-13 18:00:00+00:00,2024-11-13 19:00:00+00:00,1.0,-15985
SOL/USDT,LARGO,SL,2024-11-13 18:00:00+00:00,2024-11-13 19:00:00+00:00,1.0,-15985
DOGE/USDT,LARGO,TP,2024-11-16 02:00:00+00:00,2024-11-16 06:00:00+00:00,4.0,13985
SOL/USDT,LARGO,TP,2024-11-15 22:00:00+00:00,2024-11-17 04:00:00+00:00,30.0,13985
ETH/USDT,CORTO,SL,2024-11-17 02:00:00+00:00,2024-11-17 08:00:00+00:00,6.0,-15493
SOL/USDT,LARGO,SL,2024-11-17 06:00:00+00:00,2024-11-17 12:00:00+00:00,6.0,-15985
XRP/USDT,LARGO,TP,2024-11-18 02:00:00+00:00,2024-11-18 05:00:00+00:00,3.0,13985
DOGE/USDT,LARGO,SL,2024-11-18 02:00:00+00:00,2024-11-18 12:00:00+00:00,10.0,-15985
ETH/USDT,CORTO,SL,2024-11-17 14:00:00+00:00,2024-11-18 16:00:00+00:00,26.0,-15492
XRP/USDT,LARGO,SL,2024-11-20 14:00:00+00:00,2024-11-20 16:00:00+00:00,2.0,-15985
DOGE/USDT,CORTO,SL,2024-11-20 18:00:00+00:00,2024-11-21 00:00:00+00:00,6.0,-15492
XRP/USDT,LARGO,TP,2024-11-21 02:00:00+00:00,2024-11-21 05:00:00+00:00,3.0,13985
ETH/USDT,CORTO,SL,2024-11-19 10:00:00+00:00,2024-11-21 12:00:00+00:00,50.0,-15492
SOL/USDT,LARGO,TP,2024-11-21 06:00:00+00:00,2024-11-21 12:00:00+00:00,6.0,13985
DOGE/USDT,LARGO,TP,2024-11-21 14:00:00+00:00,2024-11-22 02:00:00+00:00,12.0,13985
SOL/USDT,LARGO,SL,2024-11-24 02:00:00+00:00,2024-11-24 10:00:00+00:00,8.0,-15985
XRP/USDT,LARGO,SL,2024-11-25 10:00:00+00:00,2024-11-25 13:00:00+00:00,3.0,-15985
DOGE/USDT,LARGO,SL,2024-11-25 10:00:00+00:00,2024-11-25 13:00:00+00:00,3.0,-15985
SOL/USDT,LARGO,SL,2024-11-25 10:00:00+00:00,2024-11-25 14:00:00+00:00,4.0,-15985
ETH/USDT,LARGO,SL,2024-11-25 10:00:00+00:00,2024-11-25 15:00:00+00:00,5.0,-15985
SOL/USDT,CORTO,TP,2024-11-25 14:00:00+00:00,2024-11-25 22:00:00+00:00,8.0,14492
ETH/USDT,LARGO,TP,2024-11-27 06:00:00+00:00,2024-11-27 15:00:00+00:00,9.0,13985
XRP/USDT,LARGO,TP,2024-11-27 10:00:00+00:00,2024-11-27 15:00:00+00:00,5.0,13985
SOL/USDT,CORTO,SL,2024-11-28 14:00:00+00:00,2024-11-29 03:00:00+00:00,13.0,-15492
DOGE/USDT,CORTO,SL,2024-11-28 18:00:00+00:00,2024-11-29 09:00:00+00:00,15.0,-15492
ETH/USDT,LARGO,TP,2024-11-29 10:00:00+00:00,2024-11-30 05:00:00+00:00,19.0,13985
SOL/USDT,CORTO,TP,2024-11-30 14:00:00+00:00,2024-12-02 03:00:00+00:00,37.0,14492
DOGE/USDT,CORTO,SL,2024-12-02 10:00:00+00:00,2024-12-02 13:00:00+00:00,3.0,-15492
SOL/USDT,LARGO,SL,2024-12-03 22:00:00+00:00,2024-12-03 23:00:00+00:00,1.0,-15985
XRP/USDT,LARGO,SL,2024-12-04 06:00:00+00:00,2024-12-04 12:00:00+00:00,6.0,-15985
ETH/USDT,LARGO,TP,2024-12-04 02:00:00+00:00,2024-12-04 14:00:00+00:00,12.0,13985
DOGE/USDT,LARGO,SL,2024-12-04 06:00:00+00:00,2024-12-04 16:00:00+00:00,10.0,-15985
DOGE/USDT,LARGO,TP,2024-12-04 22:00:00+00:00,2024-12-04 23:00:00+00:00,1.0,13985
SOL/USDT,CORTO,TP,2024-12-04 18:00:00+00:00,2024-12-05 01:00:00+00:00,7.0,14492
DOGE/USDT,LARGO,TP,2024-12-06 22:00:00+00:00,2024-12-07 07:00:00+00:00,9.0,13985
XRP/USDT,LARGO,TP,2024-12-06 22:00:00+00:00,2024-12-07 15:00:00+00:00,17.0,13985
SOL/USDT,LARGO,SL,2024-12-06 18:00:00+00:00,2024-12-09 01:00:00+00:00,55.0,-15985
ETH/USDT,LARGO,SL,2024-12-08 22:00:00+00:00,2024-12-09 07:00:00+00:00,9.0,-15985
XRP/USDT,CORTO,SL,2024-12-12 22:00:00+00:00,2024-12-13 14:00:00+00:00,16.0,-15492
XRP/USDT,LARGO,TP,2024-12-13 14:00:00+00:00,2024-12-14 05:00:00+00:00,15.0,13985
DOGE/USDT,CORTO,TP,2024-12-12 22:00:00+00:00,2024-12-14 13:00:00+00:00,39.0,14492
SOL/USDT,CORTO,TP,2024-12-13 02:00:00+00:00,2024-12-14 13:00:00+00:00,35.0,14492
SOL/USDT,CORTO,TP,2024-12-14 14:00:00+00:00,2024-12-14 20:00:00+00:00,6.0,14492
DOGE/USDT,CORTO,SL,2024-12-14 14:00:00+00:00,2024-12-15 23:00:00+00:00,33.0,-15492
XRP/USDT,CORTO,SL,2024-12-14 18:00:00+00:00,2024-12-15 23:00:00+00:00,29.0,-15492
SOL/USDT,CORTO,SL,2024-12-15 22:00:00+00:00,2024-12-16 00:00:00+00:00,2.0,-15492
ETH/USDT,LARGO,TP,2024-12-15 14:00:00+00:00,2024-12-16 01:00:00+00:00,11.0,13985
XRP/USDT,LARGO,SL,2024-12-16 02:00:00+00:00,2024-12-16 11:00:00+00:00,9.0,-15985
DOGE/USDT,CORTO,SL,2024-12-16 14:00:00+00:00,2024-12-16 16:00:00+00:00,2.0,-15492
DOGE/USDT,LARGO,SL,2024-12-16 18:00:00+00:00,2024-12-17 00:00:00+00:00,6.0,-15985
XRP/USDT,LARGO,TP,2024-12-16 18:00:00+00:00,2024-12-17 08:00:00+00:00,14.0,13985
SOL/USDT,CORTO,SL,2024-12-16 10:00:00+00:00,2024-12-17 12:00:00+00:00,26.0,-15492
DOGE/USDT,CORTO,TP,2024-12-17 02:00:00+00:00,2024-12-18 01:00:00+00:00,23.0,14492
SOL/USDT,CORTO,TP,2024-12-18 06:00:00+00:00,2024-12-18 20:00:00+00:00,14.0,14492
SOL/USDT,CORTO,TP,2024-12-21 14:00:00+00:00,2024-12-21 19:00:00+00:00,5.0,14492
DOGE/USDT,CORTO,TP,2024-12-21 22:00:00+00:00,2024-12-22 03:00:00+00:00,5.0,14492
XRP/USDT,CORTO,SL,2024-12-21 18:00:00+00:00,2024-12-22 09:00:00+00:00,15.0,-15493
ETH/USDT,CORTO,TP,2024-12-21 14:00:00+00:00,2024-12-22 19:00:00+00:00,29.0,14492
XRP/USDT,CORTO,TP,2024-12-22 14:00:00+00:00,2024-12-23 01:00:00+00:00,11.0,14492
ETH/USDT,CORTO,SL,2024-12-23 14:00:00+00:00,2024-12-23 20:00:00+00:00,6.0,-15492
XRP/USDT,CORTO,TP,2024-12-26 02:00:00+00:00,2024-12-26 08:00:00+00:00,6.0,14492
DOGE/USDT,CORTO,TP,2024-12-26 06:00:00+00:00,2024-12-26 08:00:00+00:00,2.0,14492
SOL/USDT,CORTO,TP,2024-12-26 06:00:00+00:00,2024-12-26 10:00:00+00:00,4.0,14492
ETH/USDT,CORTO,TP,2024-12-26 06:00:00+00:00,2024-12-26 13:00:00+00:00,7.0,14492
SOL/USDT,LARGO,TP,2024-12-28 14:00:00+00:00,2024-12-28 22:00:00+00:00,8.0,13985
XRP/USDT,CORTO,TP,2024-12-29 14:00:00+00:00,2024-12-29 22:00:00+00:00,8.0,14492
SOL/USDT,CORTO,SL,2024-12-29 22:00:00+00:00,2024-12-30 19:00:00+00:00,21.0,-15492
DOGE/USDT,CORTO,SL,2024-12-29 18:00:00+00:00,2024-12-31 13:00:00+00:00,43.0,-15492
DOGE/USDT,LARGO,SL,2024-12-31 14:00:00+00:00,2024-12-31 17:00:00+00:00,3.0,-15985
SOL/USDT,LARGO,SL,2024-12-31 10:00:00+00:00,2025-01-01 09:00:00+00:00,23.0,-15985
DOGE/USDT,CORTO,SL,2025-01-01 10:00:00+00:00,2025-01-01 18:00:00+00:00,8.0,-15492
DOGE/USDT,LARGO,TP,2025-01-01 18:00:00+00:00,2025-01-02 00:00:00+00:00,6.0,13985
SOL/USDT,LARGO,TP,2025-01-01 22:00:00+00:00,2025-01-02 04:00:00+00:00,6.0,13985
ETH/USDT,CORTO,SL,2024-12-27 18:00:00+00:00,2025-01-02 09:00:00+00:00,135.0,-15492
XRP/USDT,LARGO,TP,2025-01-05 10:00:00+00:00,2025-01-05 23:00:00+00:00,13.0,13985
SOL/USDT,LARGO,TP,2025-01-06 06:00:00+00:00,2025-01-06 14:00:00+00:00,8.0,13985
DOGE/USDT,LARGO,TP,2025-01-06 06:00:00+00:00,2025-01-07 01:00:00+00:00,19.0,13985
XRP/USDT,LARGO,SL,2025-01-06 02:00:00+00:00,2025-01-07 15:00:00+00:00,37.0,-15985
ETH/USDT,LARGO,SL,2025-01-07 14:00:00+00:00,2025-01-07 15:00:00+00:00,1.0,-15985
XRP/USDT,CORTO,SL,2025-01-07 18:00:00+00:00,2025-01-08 02:00:00+00:00,8.0,-15492
XRP/USDT,LARGO,SL,2025-01-08 22:00:00+00:00,2025-01-09 07:00:00+00:00,9.0,-15985
XRP/USDT,CORTO,SL,2025-01-09 10:00:00+00:00,2025-01-11 10:00:00+00:00,48.0,-15492
DOGE/USDT,CORTO,SL,2025-01-12 22:00:00+00:00,2025-01-13 00:00:00+00:00,2.0,-15492
SOL/USDT,CORTO,TP,2025-01-10 14:00:00+00:00,2025-01-13 06:00:00+00:00,64.0,14492
ETH/USDT,CORTO,TP,2025-01-10 14:00:00+00:00,2025-01-13 09:00:00+00:00,67.0,14492
SOL/USDT,CORTO,TP,2025-01-13 06:00:00+00:00,2025-01-13 11:00:00+00:00,5.0,14492
XRP/USDT,LARGO,TP,2025-01-13 22:00:00+00:00,2025-01-14 16:00:00+00:00,18.0,13985
ETH/USDT,LARGO,TP,2025-01-17 02:00:00+00:00,2025-01-17 20:00:00+00:00,18.0,13985
XRP/USDT,LARGO,SL,2025-01-19 02:00:00+00:00,2025-01-19 08:00:00+00:00,6.0,-15985
ETH/USDT,LARGO,SL,2025-01-19 18:00:00+00:00,2025-01-19 21:00:00+00:00,3.0,-15985
ETH/USDT,CORTO,SL,2025-01-20 02:00:00+00:00,2025-01-20 06:00:00+00:00,4.0,-15492
XRP/USDT,LARGO,SL,2025-01-20 10:00:00+00:00,2025-01-20 12:00:00+00:00,2.0,-15985
ETH/USDT,LARGO,SL,2025-01-20 10:00:00+00:00,2025-01-20 17:00:00+00:00,7.0,-15985
ETH/USDT,CORTO,SL,2025-01-21 02:00:00+00:00,2025-01-21 17:00:00+00:00,15.0,-15492
SOL/USDT,LARGO,SL,2025-01-21 18:00:00+00:00,2025-01-21 21:00:00+00:00,3.0,-15985
ETH/USDT,LARGO,SL,2025-01-21 18:00:00+00:00,2025-01-22 18:00:00+00:00,24.0,-15985
DOGE/USDT,CORTO,TP,2025-01-22 10:00:00+00:00,2025-01-23 02:00:00+00:00,16.0,14492
XRP/USDT,LARGO,SL,2025-01-21 18:00:00+00:00,2025-01-23 04:00:00+00:00,34.0,-15985
ETH/USDT,LARGO,TP,2025-01-23 22:00:00+00:00,2025-01-24 13:00:00+00:00,15.0,13985
SOL/USDT,LARGO,SL,2025-01-24 06:00:00+00:00,2025-01-24 22:00:00+00:00,16.0,-15985
DOGE/USDT,CORTO,SL,2025-01-24 22:00:00+00:00,2025-01-25 15:00:00+00:00,17.0,-15492
SOL/USDT,LARGO,SL,2025-01-25 18:00:00+00:00,2025-01-26 21:00:00+00:00,27.0,-15985
DOGE/USDT,CORTO,TP,2025-01-26 10:00:00+00:00,2025-01-26 23:00:00+00:00,13.0,14492
XRP/USDT,CORTO,TP,2025-01-24 22:00:00+00:00,2025-01-27 00:00:00+00:00,50.0,14492
SOL/USDT,CORTO,TP,2025-01-26 22:00:00+00:00,2025-01-27 00:00:00+00:00,2.0,14492
ETH/USDT,CORTO,TP,2025-01-25 02:00:00+00:00,2025-01-27 01:00:00+00:00,47.0,14492
ETH/USDT,CORTO,TP,2025-01-28 18:00:00+00:00,2025-01-28 22:00:00+00:00,4.0,14492
DOGE/USDT,CORTO,SL,2025-01-28 18:00:00+00:00,2025-01-29 08:00:00+00:00,14.0,-15492
SOL/USDT,CORTO,TP,2025-01-28 18:00:00+00:00,2025-01-29 19:00:00+00:00,25.0,14492
XRP/USDT,CORTO,TP,2025-01-29 14:00:00+00:00,2025-01-29 19:00:00+00:00,5.0,14492
DOGE/USDT,CORTO,SL,2025-01-29 14:00:00+00:00,2025-01-29 20:00:00+00:00,6.0,-15492
DOGE/USDT,CORTO,SL,2025-01-31 06:00:00+00:00,2025-01-31 15:00:00+00:00,9.0,-15492
XRP/USDT,LARGO,SL,2025-01-30 02:00:00+00:00,2025-01-31 18:00:00+00:00,40.0,-15985
SOL/USDT,CORTO,TP,2025-01-31 06:00:00+00:00,2025-01-31 18:00:00+00:00,12.0,14492
SOL/USDT,CORTO,TP,2025-01-31 18:00:00+00:00,2025-02-01 19:00:00+00:00,25.0,14492
DOGE/USDT,CORTO,TP,2025-01-31 22:00:00+00:00,2025-02-01 19:00:00+00:00,21.0,14492
ETH/USDT,CORTO,TP,2025-02-01 10:00:00+00:00,2025-02-01 22:00:00+00:00,12.0,14492
XRP/USDT,CORTO,SL,2025-02-04 10:00:00+00:00,2025-02-04 12:00:00+00:00,2.0,-15492
DOGE/USDT,CORTO,SL,2025-02-04 10:00:00+00:00,2025-02-04 12:00:00+00:00,2.0,-15492
ETH/USDT,CORTO,SL,2025-02-04 10:00:00+00:00,2025-02-04 13:00:00+00:00,3.0,-15492
ETH/USDT,CORTO,SL,2025-02-04 22:00:00+00:00,2025-02-05 01:00:00+00:00,3.0,-15493
XRP/USDT,CORTO,TP,2025-02-04 22:00:00+00:00,2025-02-05 16:00:00+00:00,18.0,14492
SOL/USDT,CORTO,TP,2025-02-04 22:00:00+00:00,2025-02-05 16:00:00+00:00,18.0,14492
DOGE/USDT,CORTO,TP,2025-02-06 14:00:00+00:00,2025-02-06 15:00:00+00:00,1.0,14492
ETH/USDT,CORTO,SL,2025-02-06 18:00:00+00:00,2025-02-07 13:00:00+00:00,19.0,-15492
XRP/USDT,CORTO,TP,2025-02-07 14:00:00+00:00,2025-02-07 15:00:00+00:00,1.0,14492
ETH/USDT,CORTO,TP,2025-02-07 18:00:00+00:00,2025-02-07 20:00:00+00:00,2.0,14492
DOGE/USDT,CORTO,TP,2025-02-07 18:00:00+00:00,2025-02-07 20:00:00+00:00,2.0,14492
SOL/USDT,CORTO,SL,2025-02-07 22:00:00+00:00,2025-02-08 13:00:00+00:00,15.0,-15492
XRP/USDT,CORTO,SL,2025-02-08 06:00:00+00:00,2025-02-09 03:00:00+00:00,21.0,-15492
ETH/USDT,CORTO,TP,2025-02-09 14:00:00+00:00,2025-02-09 21:00:00+00:00,7.0,14492
XRP/USDT,CORTO,TP,2025-02-09 18:00:00+00:00,2025-02-09 21:00:00+00:00,3.0,14492
DOGE/USDT,CORTO,TP,2025-02-09 18:00:00+00:00,2025-02-09 21:00:00+00:00,3.0,14492
SOL/USDT,CORTO,SL,2025-02-09 22:00:00+00:00,2025-02-10 00:00:00+00:00,2.0,-15493
SOL/USDT,CORTO,SL,2025-02-10 02:00:00+00:00,2025-02-10 08:00:00+00:00,6.0,-15492
SOL/USDT,LARGO,SL,2025-02-11 06:00:00+00:00,2025-02-11 13:00:00+00:00,7.0,-15985
SOL/USDT,CORTO,TP,2025-02-11 14:00:00+00:00,2025-02-12 04:00:00+00:00,14.0,14492
DOGE/USDT,CORTO,SL,2025-02-11 22:00:00+00:00,2025-02-12 12:00:00+00:00,14.0,-15492
XRP/USDT,CORTO,TP,2025-02-11 22:00:00+00:00,2025-02-12 13:00:00+00:00,15.0,14492
ETH/USDT,CORTO,SL,2025-02-11 18:00:00+00:00,2025-02-12 20:00:00+00:00,26.0,-15492
DOGE/USDT,LARGO,TP,2025-02-12 18:00:00+00:00,2025-02-12 22:00:00+00:00,4.0,13985
XRP/USDT,LARGO,TP,2025-02-12 22:00:00+00:00,2025-02-13 22:00:00+00:00,24.0,13985
ETH/USDT,CORTO,SL,2025-02-13 14:00:00+00:00,2025-02-14 03:00:00+00:00,13.0,-15493
XRP/USDT,LARGO,TP,2025-02-13 22:00:00+00:00,2025-02-14 08:00:00+00:00,10.0,13985
SOL/USDT,CORTO,SL,2025-02-13 06:00:00+00:00,2025-02-14 09:00:00+00:00,27.0,-15492
DOGE/USDT,LARGO,TP,2025-02-13 22:00:00+00:00,2025-02-14 09:00:00+00:00,11.0,13985
SOL/USDT,CORTO,TP,2025-02-15 10:00:00+00:00,2025-02-16 18:00:00+00:00,32.0,14492
ETH/USDT,LARGO,TP,2025-02-17 10:00:00+00:00,2025-02-17 15:00:00+00:00,5.0,13985
ETH/USDT,CORTO,SL,2025-02-18 06:00:00+00:00,2025-02-20 02:00:00+00:00,44.0,-15492
SOL/USDT,CORTO,SL,2025-02-19 22:00:00+00:00,2025-02-20 03:00:00+00:00,5.0,-15492
DOGE/USDT,CORTO,SL,2025-02-20 18:00:00+00:00,2025-02-21 13:00:00+00:00,19.0,-15492
SOL/USDT,CORTO,TP,2025-02-21 10:00:00+00:00,2025-02-21 15:00:00+00:00,5.0,14492
DOGE/USDT,CORTO,TP,2025-02-21 18:00:00+00:00,2025-02-21 19:00:00+00:00,1.0,14492
SOL/USDT,CORTO,SL,2025-02-21 22:00:00+00:00,2025-02-22 10:00:00+00:00,12.0,-15492
ETH/USDT,CORTO,SL,2025-02-21 18:00:00+00:00,2025-02-22 15:00:00+00:00,21.0,-15492
SOL/USDT,CORTO,TP,2025-02-23 02:00:00+00:00,2025-02-24 01:00:00+00:00,23.0,14492
DOGE/USDT,CORTO,TP,2025-02-23 02:00:00+00:00,2025-02-24 02:00:00+00:00,24.0,14492
XRP/USDT,CORTO,TP,2025-02-26 14:00:00+00:00,2025-02-26 18:00:00+00:00,4.0,14492
SOL/USDT,CORTO,TP,2025-02-27 18:00:00+00:00,2025-02-28 01:00:00+00:00,7.0,14492
DOGE/USDT,CORTO,TP,2025-02-27 22:00:00+00:00,2025-02-28 01:00:00+00:00,3.0,14492
ETH/USDT,CORTO,SL,2025-03-01 14:00:00+00:00,2025-03-01 19:00:00+00:00,5.0,-15492
SOL/USDT,CORTO,SL,2025-03-01 14:00:00+00:00,2025-03-02 00:00:00+00:00,10.0,-15492
XRP/USDT,CORTO,SL,2025-03-02 02:00:00+00:00,2025-03-02 15:00:00+00:00,13.0,-15492
ETH/USDT,CORTO,SL,2025-03-02 02:00:00+00:00,2025-03-02 15:00:00+00:00,13.0,-15492
ETH/USDT,CORTO,TP,2025-03-03 14:00:00+00:00,2025-03-03 18:00:00+00:00,4.0,14492
DOGE/USDT,CORTO,TP,2025-03-03 18:00:00+00:00,2025-03-03 19:00:00+00:00,1.0,14492
XRP/USDT,LARGO,TP,2025-03-04 22:00:00+00:00,2025-03-05 02:00:00+00:00,4.0,13985
SOL/USDT,LARGO,TP,2025-03-05 02:00:00+00:00,2025-03-05 10:00:00+00:00,8.0,13985
SOL/USDT,LARGO,SL,2025-03-05 10:00:00+00:00,2025-03-05 13:00:00+00:00,3.0,-15985
ETH/USDT,CORTO,TP,2025-03-06 18:00:00+00:00,2025-03-07 00:00:00+00:00,6.0,14492
DOGE/USDT,CORTO,TP,2025-03-06 18:00:00+00:00,2025-03-07 00:00:00+00:00,6.0,14492
SOL/USDT,CORTO,TP,2025-03-06 18:00:00+00:00,2025-03-07 00:00:00+00:00,6.0,14492
DOGE/USDT,LARGO,SL,2025-03-07 14:00:00+00:00,2025-03-07 16:00:00+00:00,2.0,-15985
SOL/USDT,LARGO,SL,2025-03-07 18:00:00+00:00,2025-03-07 20:00:00+00:00,2.0,-15985
SOL/USDT,CORTO,TP,2025-03-07 22:00:00+00:00,2025-03-08 11:00:00+00:00,13.0,14492
DOGE/USDT,CORTO,TP,2025-03-08 02:00:00+00:00,2025-03-08 16:00:00+00:00,14.0,14492
ETH/USDT,CORTO,TP,2025-03-09 10:00:00+00:00,2025-03-09 16:00:00+00:00,6.0,14492
SOL/USDT,CORTO,SL,2025-03-12 06:00:00+00:00,2025-03-12 08:00:00+00:00,2.0,-15492
SOL/USDT,CORTO,SL,2025-03-13 06:00:00+00:00,2025-03-13 09:00:00+00:00,3.0,-15492
DOGE/USDT,CORTO,SL,2025-03-13 18:00:00+00:00,2025-03-14 08:00:00+00:00,14.0,-15492
SOL/USDT,CORTO,SL,2025-03-13 18:00:00+00:00,2025-03-14 12:00:00+00:00,18.0,-15492
